GDP,CPI,TAMIT,RS,HS,PPI,MTIS,U,MS,PI
1634.44,-0.16,1012.74,517.02,1.19,-0.36,1304.86,6.23,933.4,288.96
1611.23,-0.17,1012.71,486.33,1.16,-0.31,1336.14,6.26,926.81,302.83
1575.96,-0.27,1012.7,466.38,1.01,-0.27,1336.7,6.77,940.17,288.64
1592.29,-0.24,1012.69,461.79,1.07,-0.18,1318.31,6.59,948.28,281.8
1641.61,-0.17,1012.67,478.54,1.11,-0.21,1250.98,6.51,940.81,283.45
1672.91,-0.18,1012.65,436.85,1.21,-0.25,1287.09,6.25,906.61,275.6
1603.98,-0.16,1012.66,410.83,1.17,-0.23,1325.07,6.92,863.91,270.78
1605.59,-0.26,1012.65,389.14,1.09,-0.26,1333.64,6.8,843.61,270.42
1533.59,-0.24,1012.63,405.68,1.15,-0.26,1303.79,7.86,856.98,265.24
1589.72,-0.23,1012.59,403.86,1.12,-0.28,1351.86,7.64,852.69,251.32
1633.43,-0.22,1012.56,359.43,0.95,-0.33,1326.3,7.54,873.65,252.38
1561.68,-0.28,1012.6,373.32,1.06,-0.47,1309.58,8.0,846.14,247.85
1536.93,-0.26,1012.58,366.13,1.02,-0.48,1301.7,7.64,894.39,236.72
1534.35,-0.18,1012.56,360.26,0.88,-0.45,1331.72,7.84,892.88,261.71
1430.95,-0.17,1012.58,323.49,0.84,-0.39,1340.88,7.79,905.64,257.23
1404.27,-0.13,1012.59,309.49,0.97,-0.44,1367.09,7.39,889.48,265.95
1429.17,-0.16,1012.62,312.25,1.06,-0.42,1301.48,6.87,889.3,260.7
1416.97,-0.15,1012.61,301.96,0.98,-0.39,1335.32,7.34,885.95,273.09
1420.56,-0.17,1012.61,313.91,1.01,-0.35,1353.19,7.2,926.52,281.1
1358.14,-0.08,1012.6,372.38,0.86,-0.31,1363.72,7.48,895.97,278.72
1319.85,-0.14,1012.69,391.86,1.03,-0.31,1357.73,8.2,841.62,277.9
1363.52,-0.12,1012.73,377.37,0.96,-0.35,1410.57,8.39,847.27,271.26
1441.46,-0.02,1012.73,390.08,1.01,-0.36,1444.27,7.99,871.96,253.86
1437.84,0.02,1012.74,429.81,0.93,-0.4,1456.06,8.6,881.44,233.72
1414.18,0.02,1012.76,430.66,1.07,-0.38,1446.95,8.19,906.97,228.3
1490.12,-0.01,1012.79,452.99,1.09,-0.43,1488.99,8.27,931.71,200.91
1481.26,-0.08,1012.81,454.68,1.01,-0.48,1437.23,8.42,897.83,189.03
1465.14,-0.07,1012.81,484.85,1.01,-0.47,1394.41,8.29,928.98,207.45
1401.1,-0.08,1012.82,477.18,1.14,-0.49,1339.51,8.23,967.15,233.38
1480.04,-0.09,1012.85,479.72,1.09,-0.52,1372.9,7.94,1037.01,259.13
1441.5,-0.1,1012.86,513.92,1.12,-0.49,1354.01,7.74,1086.21,265.8
1477.34,-0.17,1012.86,453.24,1.2,-0.53,1357.38,8.33,1064.88,274.68
1347.89,-0.19,1012.88,398.51,1.28,-0.43,1303.32,8.71,1083.77,281.85
1290.58,-0.2,1012.9,372.48,1.29,-0.44,1316.66,8.18,1094.74,295.43
1294.42,-0.17,1012.89,375.47,1.25,-0.44,1240.94,7.47,1115.36,296.78
1329.5,-0.22,1012.86,375.01,1.43,-0.47,1243.39,6.11,1143.36,298.06
1368.82,-0.27,1012.82,391.81,1.31,-0.44,1230.4,6.43,1068.64,305.44
1329.69,-0.44,1012.8,390.56,1.33,-0.42,1255.37,6.91,1080.47,326.9
1313.7,-0.39,1012.7,420.35,1.16,-0.44,1231.95,6.78,1114.21,297.72
1304.68,-0.31,1012.66,414.34,1.21,-0.43,1219.66,6.09,1146.55,286.48
1283.83,-0.31,1012.6,422.14,1.06,-0.51,1262.36,6.08,1133.29,294.88
1429.9,-0.27,1012.59,439.7,0.96,-0.46,1256.2,5.57,1143.92,285.66
1450.44,-0.2,1012.58,424.84,1.13,-0.45,1298.59,4.71,1135.63,279.35
1499.39,-0.11,1012.57,412.15,1.01,-0.37,1368.47,4.09,1174.48,297.69
1486.48,-0.06,1012.56,411.99,0.95,-0.35,1329.92,4.53,1146.91,282.03
1486.5,-0.0,1012.56,378.51,1.04,-0.33,1327.95,4.32,1106.81,286.03
1462.67,0.02,1012.58,355.39,1.02,-0.35,1304.23,5.04,1090.45,291.49
1551.66,0.01,1012.55,345.57,1.1,-0.26,1285.08,4.49,1102.98,273.42
1583.78,0.02,1012.55,342.81,1.17,-0.32,1305.1,4.92,1091.69,268.64
1531.18,0.04,1012.55,379.2,1.11,-0.2,1261.05,4.86,1075.61,268.14
1475.84,0.05,1012.57,401.92,1.09,-0.25,1322.72,5.24,1044.87,267.03
1535.84,0.02,1012.57,406.69,1.1,-0.26,1307.53,5.82,1064.15,287.03
1598.41,-0.09,1012.56,397.21,1.15,-0.16,1361.35,5.85,1058.97,275.66
1602.66,-0.04,1012.56,347.12,1.17,-0.15,1394.69,6.14,1136.45,299.2
1540.47,-0.06,1012.59,371.93,1.39,-0.12,1413.54,6.27,1133.37,298.66
1580.97,-0.08,1012.65,393.51,1.3,-0.17,1425.64,6.93,1092.25,303.68
1489.94,-0.05,1012.65,397.68,1.33,-0.25,1370.16,6.76,1089.23,322.87
1477.45,-0.07,1012.65,413.9,1.37,-0.22,1360.07,6.36,1057.34,315.39
1392.92,-0.03,1012.65,430.46,1.48,-0.21,1319.85,5.47,1063.82,288.83
1485.08,-0.1,1012.64,419.59,1.43,-0.26,1272.99,5.22,1007.53,264.45
1458.89,-0.03,1012.64,427.85,1.61,-0.26,1255.86,5.36,1030.36,270.22
1508.41,-0.03,1012.67,423.63,1.48,-0.19,1204.12,5.04,997.72,270.02
1494.71,-0.04,1012.68,415.58,1.49,-0.34,1170.95,4.41,961.79,276.44
1573.27,0.08,1012.65,440.33,1.53,-0.2,1214.55,4.96,978.22,293.53
1562.68,0.05,1012.64,458.47,1.53,-0.23,1268.17,3.76,994.04,317.51
1538.43,-0.02,1012.54,463.2,1.4,-0.21,1295.48,4.21,981.46,299.85
1482.54,-0.16,1012.53,493.49,1.47,-0.17,1268.26,3.4,984.78,305.64
1496.04,-0.15,1012.47,450.8,1.43,-0.18,1273.77,3.49,986.29,289.27
1454.81,-0.1,1012.47,439.2,1.5,-0.3,1304.29,4.62,936.24,291.33
1449.54,-0.12,1012.37,443.43,1.53,-0.34,1322.09,3.74,921.18,302.22
1411.28,-0.1,1012.31,438.9,1.42,-0.41,1329.65,4.08,959.93,300.92
1452.73,-0.15,1012.31,432.88,1.19,-0.36,1316.18,3.93,921.49,313.54
1476.75,-0.15,1012.35,429.3,1.31,-0.35,1334.45,3.78,914.0,302.0
1522.18,-0.1,1012.35,401.86,1.3,-0.41,1274.89,3.81,908.34,301.8
1558.9,-0.04,1012.35,392.17,1.41,-0.43,1246.14,3.9,864.44,291.77
1652.45,-0.05,1012.36,405.34,1.51,-0.37,1316.23,4.31,890.12,295.61
1670.5,-0.06,1012.36,442.79,1.39,-0.37,1295.18,4.3,894.99,298.71
1765.61,-0.13,1012.38,484.98,1.33,-0.4,1313.12,4.89,868.71,300.25
1747.39,-0.14,1012.38,535.08,1.5,-0.45,1310.83,5.73,848.02,307.58
1817.07,-0.12,1012.38,525.86,1.44,-0.44,1300.22,5.92,856.92,296.21
1780.79,-0.12,1012.37,546.06,1.54,-0.48,1291.88,5.98,854.62,300.0
1819.18,-0.15,1012.38,488.12,1.59,-0.47,1274.8,5.16,882.28,271.73
1813.45,-0.27,1012.36,501.88,1.59,-0.33,1264.54,5.2,865.97,264.25
1839.37,-0.2,1012.32,443.35,1.49,-0.28,1261.42,5.04,872.42,272.31
1779.99,-0.22,1012.33,407.76,1.38,-0.3,1250.76,5.8,904.04,294.59
1760.54,-0.16,1012.31,429.28,1.45,-0.29,1204.71,5.01,907.07,270.07
1708.17,-0.05,1012.27,417.26,1.39,-0.23,1244.26,5.22,916.47,269.3
1647.7,-0.06,1012.27,432.7,1.25,-0.37,1260.06,6.16,920.47,285.39
1679.46,-0.12,1012.26,420.9,1.28,-0.44,1284.98,5.95,897.2,288.69
1698.55,-0.08,1012.25,425.48,1.28,-0.4,1335.29,5.57,939.02,286.17
1742.24,-0.16,1012.24,395.0,1.4,-0.42,1340.51,5.46,905.8,285.0
1775.02,-0.11,1012.26,404.55,1.43,-0.34,1344.34,5.31,904.68,269.07
1699.09,-0.0,1012.25,397.2,1.41,-0.34,1347.37,5.12,937.2,266.7
1760.81,0.01,1012.26,393.33,1.37,-0.28,1326.22,6.33,929.28,262.85
1691.84,0.01,1012.2,383.7,1.32,-0.29,1272.8,7.32,989.35,254.61
1694.27,-0.03,1012.18,393.32,1.29,-0.39,1260.07,8.03,980.14,249.53
1642.36,0.01,1012.17,393.06,1.08,-0.4,1280.05,7.68,951.76,235.17
1598.74,-0.07,1012.22,388.5,1.16,-0.48,1364.51,7.52,933.13,271.57
1546.81,-0.08,1012.23,414.38,1.08,-0.51,1329.8,7.56,941.69,259.23
1558.38,-0.01,1012.24,426.03,1.1,-0.48,1307.43,7.54,980.46,262.88
1493.22,-0.11,1012.24,439.53,1.11,-0.5,1286.1,6.73,979.51,258.24
1544.42,-0.16,1012.23,436.7,1.05,-0.51,1320.36,7.6,999.01,280.75
1513.34,-0.06,1012.2,408.43,1.26,-0.43,1362.93,8.36,1039.4,300.48
1553.63,-0.01,1012.26,413.94,1.23,-0.36,1301.53,8.81,1062.66,294.08
1512.62,-0.1,1012.25,435.38,1.29,-0.36,1329.23,8.64,1030.51,285.27
1488.47,-0.05,1012.26,431.06,1.21,-0.34,1334.97,8.1,1019.91,280.58
1473.14,-0.02,1012.26,435.65,1.3,-0.32,1305.23,8.43,1060.2,289.84
1519.9,-0.01,1012.27,388.32,1.17,-0.43,1380.21,8.48,1031.03,291.79
1627.32,-0.08,1012.31,395.03,1.12,-0.47,1280.21,8.01,985.34,298.92
1632.82,-0.05,1012.31,433.06,1.0,-0.49,1253.01,7.94,993.03,305.52
1603.91,0.02,1012.34,390.35,0.95,-0.46,1246.0,7.72,962.55,287.29
1628.91,0.03,1012.36,394.63,1.0,-0.47,1230.12,7.48,980.23,292.81
1577.28,0.05,1012.37,420.18,0.95,-0.47,1298.61,7.09,968.63,273.99
1643.48,0.09,1012.38,441.77,1.05,-0.43,1279.84,6.62,1005.94,275.95
1619.41,-0.01,1012.39,448.85,0.99,-0.54,1229.33,6.83,970.28,283.23
1538.42,-0.03,1012.4,470.55,1.07,-0.57,1223.56,6.56,993.09,267.42
1486.64,0.04,1012.42,468.06,1.25,-0.54,1147.78,6.02,997.32,249.43
1512.43,0.06,1012.45,449.74,1.28,-0.52,1180.83,5.8,993.03,244.84
1570.1,0.1,1012.45,453.95,1.37,-0.51,1202.17,6.02,999.09,228.99
1476.87,0.07,1012.45,459.39,1.38,-0.48,1270.5,5.3,1003.21,221.76
1502.11,0.08,1012.43,487.53,1.43,-0.51,1262.28,5.6,1016.01,238.55
1554.23,0.17,1012.43,491.84,1.32,-0.5,1258.04,5.55,1004.4,215.59
1581.28,0.03,1012.43,482.43,1.29,-0.47,1234.09,5.77,1065.49,218.22
1573.19,0.07,1012.43,491.71,1.17,-0.48,1223.21,5.32,1069.17,227.64
1634.81,0.17,1012.44,482.95,1.16,-0.48,1238.98,4.7,1016.38,235.45
1643.62,0.08,1012.41,487.84,1.27,-0.44,1229.69,4.75,1010.51,258.79
1697.29,0.03,1012.42,491.74,1.19,-0.5,1249.56,4.61,1049.36,249.57
1662.61,0.05,1012.43,468.59,1.05,-0.46,1299.9,4.91,993.73,265.27
1713.86,0.02,1012.46,465.72,1.12,-0.38,1259.7,5.56,938.66,268.5
1705.42,-0.0,1012.45,448.15,1.15,-0.41,1304.71,5.76,959.34,259.03
1636.28,-0.02,1012.45,424.46,1.22,-0.35,1233.85,6.0,976.02,257.4
1588.4,-0.0,1012.46,430.75,1.21,-0.29,1230.34,6.33,1007.32,272.75
1648.82,-0.0,1012.46,401.51,1.11,-0.24,1248.04,5.65,1004.93,278.57
1704.69,-0.01,1012.47,404.19,0.85,-0.17,1175.04,6.02,1004.29,282.16
1708.86,0.03,1012.58,401.8,0.87,-0.27,1170.33,5.85,935.75,264.65
1671.16,0.03,1012.59,388.46,0.89,-0.31,1178.69,5.46,901.23,245.63
1660.14,-0.03,1012.59,383.65,0.8,-0.29,1220.4,4.98,954.43,250.24
1664.14,-0.1,1012.6,375.16,0.74,-0.27,1252.33,5.27,970.62,235.94
1734.62,-0.17,1012.6,384.97,0.96,-0.28,1287.21,6.08,939.29,262.62
1727.71,-0.1,1012.68,378.99,1.21,-0.38,1322.01,5.91,930.68,278.31
1766.87,-0.12,1012.77,379.08,1.3,-0.39,1348.72,6.45,954.54,290.27
1845.14,-0.09,1012.76,407.79,1.1,-0.42,1341.16,5.96,919.03,248.72
1754.55,-0.1,1012.81,430.76,1.07,-0.43,1304.34,6.66,860.44,255.58
1681.02,-0.08,1012.8,420.66,1.1,-0.49,1224.54,6.52,862.75,256.91
1650.99,-0.09,1012.8,410.49,1.14,-0.5,1232.16,6.7,902.5,269.14
1718.88,-0.12,1012.8,397.69,1.02,-0.58,1206.2,6.79,927.12,274.19
1694.11,-0.15,1012.82,415.43,0.89,-0.52,1271.99,6.04,968.65,265.83
1640.92,-0.08,1012.83,386.51,0.9,-0.51,1249.65,7.15,991.15,278.02
1719.04,-0.19,1012.8,377.86,1.03,-0.53,1271.05,6.82,1036.96,267.43
1671.67,-0.2,1012.82,395.77,1.06,-0.55,1313.44,6.47,1011.83,264.34
1562.18,-0.08,1012.8,372.95,1.12,-0.51,1248.1,6.75,1048.36,264.34
1556.72,-0.14,1012.82,374.51,0.94,-0.49,1226.17,6.92,1011.56,248.38
1594.03,-0.05,1012.86,408.46,0.97,-0.52,1218.81,6.68,1028.94,265.29
1596.94,-0.03,1012.87,368.08,1.0,-0.5,1157.45,7.01,985.74,270.89
1594.04,-0.1,1012.89,377.71,1.2,-0.55,1116.95,7.02,981.27,284.73
1545.23,-0.03,1012.93,405.36,1.25,-0.54,1090.48,6.83,974.81,290.25
1583.39,0.02,1012.95,398.18,1.11,-0.51,1039.51,6.44,1015.89,292.63
1584.48,-0.02,1012.97,391.47,1.07,-0.55,1079.81,6.31,1064.22,300.11
1618.56,-0.04,1012.97,422.23,0.97,-0.53,1065.6,5.95,1006.31,303.88
1603.14,-0.06,1013.0,426.55,0.88,-0.56,1038.17,5.15,996.66,306.7
1626.98,-0.13,1012.99,442.94,1.07,-0.55,1032.66,5.51,1007.78,305.2
1676.28,-0.05,1013.04,449.87,1.06,-0.52,1071.24,5.32,984.98,318.01
1711.62,-0.07,1013.04,470.32,0.98,-0.5,1046.67,5.09,992.62,330.11
1786.52,-0.12,1013.05,460.13,1.06,-0.39,1042.0,5.2,1002.72,341.24
1707.82,-0.12,1013.06,445.45,0.95,-0.33,1000.17,4.8,993.13,325.99
1688.41,-0.17,1013.06,422.54,0.78,-0.27,1081.87,6.11,995.62,325.45
1743.04,-0.19,1013.04,424.13,0.89,-0.27,1059.45,6.15,1005.94,337.87
1766.78,-0.2,1013.06,432.72,0.77,-0.26,1170.65,7.6,995.46,344.71
1789.21,-0.24,1013.0,432.5,0.86,-0.25,1268.06,7.58,1007.21,341.26
1661.15,-0.16,1012.98,426.03,0.81,-0.27,1241.08,7.35,993.11,338.41
1727.27,-0.17,1012.98,416.84,0.83,-0.35,1255.23,7.0,998.42,337.86
1745.57,-0.2,1012.97,400.97,0.86,-0.33,1317.31,7.11,1057.0,315.13
1780.06,-0.14,1012.96,424.9,0.92,-0.37,1287.01,6.78,1003.8,320.94
1746.9,-0.07,1012.96,468.29,0.78,-0.34,1349.7,7.2,934.74,305.46
1788.95,-0.05,1013.02,428.27,0.72,-0.33,1285.82,6.81,908.04,307.46
1811.51,0.06,1013.04,440.46,0.74,-0.3,1305.13,6.55,862.5,326.11
1832.95,0.06,1013.04,409.8,0.62,-0.38,1276.76,5.83,825.82,292.11
1799.0,0.06,1013.08,403.72,0.58,-0.41,1283.94,6.86,841.1,306.78
1744.69,0.12,1013.06,390.76,0.66,-0.59,1325.39,6.64,877.26,319.94
1690.25,0.08,1013.08,406.99,0.74,-0.57,1338.98,6.52,879.23,314.47
1651.57,0.09,1013.1,399.31,0.71,-0.5,1351.16,5.71,872.19,307.18
1618.48,-0.05,1013.08,421.93,0.84,-0.41,1370.03,5.46,901.47,302.42
1697.88,0.04,1013.14,395.24,0.83,-0.5,1297.09,5.05,908.03,295.48
1625.87,-0.01,1013.14,428.71,0.85,-0.52,1226.77,5.11,932.17,303.23
1557.24,-0.05,1013.15,421.76,0.67,-0.45,1276.93,6.24,953.78,306.02
1522.08,-0.02,1013.2,401.54,0.75,-0.37,1263.7,5.53,876.38,300.04
1486.96,0.03,1013.21,390.4,0.7,-0.37,1279.52,5.26,840.99,308.74
1428.88,0.05,1013.22,391.47,0.73,-0.37,1189.17,4.65,823.07,312.53
1438.56,0.13,1013.2,425.17,0.77,-0.29,1192.76,5.71,843.94,282.68
1495.04,0.15,1013.15,384.8,0.84,-0.26,1152.76,6.04,884.92,309.87
1535.21,0.02,1013.17,372.92,0.94,-0.25,1154.73,6.34,866.91,301.53
1555.43,-0.08,1013.19,369.24,0.98,-0.18,1128.78,6.09,878.45,308.97
1514.64,-0.13,1013.19,350.14,1.08,-0.24,1214.67,6.51,907.89,313.77
1496.52,-0.09,1013.19,371.71,1.15,-0.19,1225.72,6.74,949.66,300.13
1563.66,-0.09,1013.2,383.06,1.33,-0.16,1256.16,6.94,945.11,303.15
1527.35,0.03,1013.23,416.01,1.3,-0.2,1265.81,7.83,911.81,291.16
1516.35,0.09,1013.23,416.64,1.34,-0.18,1334.85,7.25,868.95,282.03
1431.72,0.07,1013.22,436.34,1.33,-0.25,1304.84,6.67,870.91,272.16
1378.37,0.1,1013.22,417.95,1.22,-0.2,1407.72,6.58,925.99,273.27
1371.87,0.03,1013.23,420.47,1.35,-0.19,1449.88,6.53,909.97,260.82
1371.62,0.07,1013.25,390.53,1.26,-0.18,1460.39,5.92,960.87,267.5
1324.26,0.07,1013.25,411.38,1.37,-0.16,1411.05,6.59,973.69,255.63
1385.44,-0.01,1013.25,438.68,1.47,-0.2,1452.82,6.5,980.55,251.42
1413.91,-0.01,1013.27,403.21,1.61,-0.2,1462.38,6.93,977.72,264.01
1406.22,-0.07,1013.29,397.79,1.43,-0.1,1406.71,6.49,957.69,256.54
1440.12,-0.09,1013.31,409.8,1.45,-0.06,1406.31,6.96,953.94,260.74
1434.0,-0.15,1013.3,404.41,1.36,-0.03,1369.78,6.94,946.24,268.43
1508.23,-0.21,1013.29,399.05,1.33,-0.16,1338.47,7.26,968.49,278.32
1517.2,-0.18,1013.27,386.01,1.52,-0.17,1304.51,6.38,942.02,276.62
1501.5,-0.16,1013.27,406.28,1.5,-0.23,1365.5,7.36,980.99,309.33
1470.99,-0.07,1013.23,386.7,1.47,-0.34,1391.52,7.05,944.57,295.68
1504.79,-0.08,1013.23,403.56,1.46,-0.32,1390.11,7.67,913.66,301.69
1563.65,-0.04,1013.23,400.88,1.35,-0.34,1374.72,7.28,936.19,297.74
1481.31,-0.01,1013.23,436.84,1.17,-0.34,1379.63,7.11,887.55,297.69
1495.47,0.02,1013.29,429.03,1.0,-0.4,1342.99,6.18,884.0,271.1
1517.29,0.09,1013.31,442.74,0.83,-0.37,1307.29,5.59,893.54,289.35
1509.09,0.08,1013.35,434.64,0.56,-0.32,1322.11,5.17,962.15,285.6
1508.05,0.1,1013.61,429.69,0.66,-0.3,1259.05,5.18,949.81,292.99
1467.14,0.1,1013.64,402.38,0.76,-0.35,1362.68,5.08,898.64,302.38
1436.34,0.17,1013.68,413.69,0.83,-0.27,1395.43,5.2,841.13,302.1
1383.59,0.15,1013.68,422.77,0.95,-0.24,1458.04,5.37,856.55,320.37
1369.95,0.1,1013.71,434.94,1.01,-0.23,1465.73,6.24,871.66,320.5
1379.78,0.07,1013.68,451.8,1.02,-0.28,1382.08,5.83,947.77,289.74
1344.74,0.07,1013.68,453.76,1.17,-0.35,1392.85,5.66,917.94,275.14
1409.26,0.1,1013.71,465.49,1.21,-0.31,1397.01,5.3,889.52,291.99
1410.63,0.09,1013.71,455.3,1.11,-0.37,1315.37,4.99,905.11,287.66
1400.79,0.02,1013.71,454.11,1.18,-0.31,1246.11,5.17,857.48,282.79
1447.87,0.05,1013.72,454.17,1.27,-0.32,1275.47,4.97,846.18,318.87
1438.66,0.11,1013.73,484.51,1.26,-0.38,1251.33,4.1,856.91,314.98
1486.3,0.04,1013.68,503.61,1.06,-0.39,1210.45,4.58,886.74,320.88
1471.97,0.07,1013.72,491.17,1.14,-0.45,1173.38,4.78,939.76,289.09
1526.82,0.08,1013.73,484.57,1.15,-0.43,1152.65,4.37,935.53,302.64
1508.3,0.1,1013.72,482.81,1.12,-0.39,1161.18,4.88,954.21,312.65
1551.37,0.09,1013.7,474.91,1.25,-0.29,1080.15,4.82,973.04,308.86
1551.02,0.06,1013.71,426.82,1.31,-0.32,1148.33,5.12,993.62,301.15
1513.47,-0.04,1013.72,429.06,1.29,-0.28,1146.68,4.77,1059.93,300.81
1541.81,-0.13,1013.73,426.23,1.19,-0.25,1169.8,4.74,1056.02,320.53
1660.04,-0.12,1013.73,455.54,1.14,-0.28,1140.19,4.88,1024.65,327.34
1693.83,-0.08,1013.74,467.64,1.1,-0.34,1184.52,4.68,984.31,326.62
1698.48,-0.04,1013.74,505.09,1.0,-0.41,1188.03,5.23,997.47,305.04
1638.96,-0.03,1013.75,500.26,1.0,-0.4,1215.86,5.04,990.12,307.7
1588.81,-0.04,1013.75,466.35,1.01,-0.4,1195.64,4.33,1004.76,269.31
1570.82,-0.11,1013.73,501.22,0.89,-0.38,1285.87,4.59,1005.3,283.39
1552.61,-0.06,1013.74,457.71,0.91,-0.45,1278.3,5.05,1044.86,275.25
1563.77,0.0,1013.75,482.76,0.73,-0.46,1286.63,6.04,996.79,265.04
1547.01,0.1,1013.79,446.1,0.71,-0.46,1271.66,5.51,1009.38,254.55
1497.82,0.09,1013.78,431.15,0.9,-0.56,1229.76,5.96,1006.34,248.38
1536.46,0.08,1013.86,446.39,0.82,-0.46,1259.4,5.11,977.84,241.79
1502.12,0.01,1013.85,452.18,0.88,-0.57,1290.98,4.78,977.05,246.64
1546.06,-0.07,1013.85,446.24,0.96,-0.53,1277.54,5.1,950.51,249.65
1462.97,-0.07,1013.86,429.08,1.04,-0.6,1237.53,5.38,990.21,240.32
1444.95,-0.08,1013.87,462.6,1.01,-0.59,1298.89,5.4,970.78,252.22
1442.97,-0.08,1013.88,437.9,0.91,-0.61,1336.76,5.32,997.04,255.52
1457.71,-0.04,1013.9,459.77,0.82,-0.57,1340.46,5.31,924.35,262.16
1480.61,-0.0,1013.93,473.97,0.81,-0.62,1354.65,4.9,924.38,258.33
1496.54,-0.03,1013.92,472.46,0.86,-0.59,1291.51,4.82,941.79,263.65
1526.89,-0.05,1013.92,489.04,0.87,-0.62,1298.85,5.24,1010.58,254.8
1372.4,0.01,1013.92,481.57,0.83,-0.63,1231.95,6.04,999.13,257.93
1419.29,0.03,1013.92,470.9,0.73,-0.66,1294.29,5.89,958.48,247.33
1483.41,0.06,1013.95,455.69,0.98,-0.64,1359.2,5.44,1014.17,243.05
1520.77,0.08,1014.1,465.09,0.81,-0.68,1311.14,5.63,1018.71,260.43
1518.08,0.14,1014.16,460.6,0.88,-0.67,1331.92,5.5,1035.68,252.06
1562.65,0.08,1014.16,454.8,0.85,-0.68,1360.72,5.5,991.94,237.23
1548.29,0.07,1014.17,489.46,0.81,-0.59,1360.39,5.51,992.47,226.22
1508.27,0.05,1014.17,489.33,0.74,-0.52,1351.32,5.74,984.97,245.54
1534.43,0.03,1014.18,509.93,0.8,-0.55,1340.21,6.2,991.63,236.43
1539.1,0.05,1014.19,505.88,0.83,-0.49,1345.55,5.81,963.27,248.71
1496.86,0.05,1014.19,506.02,0.87,-0.47,1353.55,5.46,966.65,250.41
1474.9,0.04,1014.18,506.76,0.99,-0.45,1316.16,6.17,900.24,253.73
1495.17,0.1,1014.2,490.33,0.86,-0.5,1257.61,6.21,899.91,245.77
1538.24,0.18,1014.22,467.86,0.96,-0.49,1298.64,4.93,885.25,281.22
1491.46,0.16,1014.16,426.81,0.99,-0.58,1300.96,5.0,866.73,297.86
1479.62,0.05,1014.16,423.0,0.89,-0.5,1306.02,3.69,867.76,283.58
1528.13,0.15,1014.05,446.05,1.02,-0.42,1320.85,2.72,888.16,285.06
1494.48,0.1,1013.96,403.16,0.85,-0.5,1300.52,3.43,895.09,291.7
1454.22,0.1,1013.95,420.56,1.07,-0.42,1305.37,3.56,887.06,295.45
1405.28,0.07,1014.03,406.38,1.15,-0.43,1262.45,3.15,884.29,284.68
1471.99,0.05,1014.03,406.23,1.05,-0.36,1300.18,3.16,880.76,289.93
1535.96,0.07,1014.04,432.07,1.09,-0.32,1364.18,4.04,931.59,279.31
1505.68,-0.05,1013.97,409.4,0.92,-0.36,1311.44,5.12,926.22,302.69
1546.05,-0.05,1013.95,432.23,0.86,-0.51,1338.1,5.24,935.2,318.29
1676.45,-0.05,1013.96,409.45,0.95,-0.55,1273.74,4.83,921.41,325.66
1685.85,-0.02,1013.98,416.72,0.97,-0.55,1226.2,4.01,915.1,302.16
1697.5,0.0,1013.93,414.19,1.0,-0.51,1197.42,4.68,881.08,290.68
1677.27,-0.02,1013.9,392.38,0.92,-0.47,1170.46,5.03,893.23,285.49
1591.22,0.02,1013.91,405.01,0.82,-0.45,1188.74,5.27,897.19,265.88
1482.97,-0.04,1013.94,399.25,0.73,-0.52,1204.88,4.42,908.88,289.87
1613.98,-0.04,1013.93,404.42,0.89,-0.52,1229.14,4.46,925.69,297.27
1609.87,-0.05,1014.01,375.62,1.03,-0.57,1216.65,4.56,934.9,315.05
1662.42,-0.1,1014.05,399.12,1.04,-0.55,1254.8,3.45,980.78,332.96
1612.76,-0.1,1013.95,411.87,1.07,-0.48,1179.35,4.87,1008.54,324.24
1633.01,-0.11,1013.79,426.84,1.17,-0.46,1225.75,4.82,1012.45,305.7
1622.56,-0.05,1013.8,475.18,1.27,-0.5,1279.87,5.63,1037.68,271.72
1654.35,-0.03,1013.79,474.03,1.2,-0.58,1207.71,5.54,1042.67,273.73
1698.18,-0.04,1013.79,455.74,1.3,-0.52,1225.22,5.8,999.15,284.92
1658.23,-0.03,1013.81,459.16,1.19,-0.47,1223.31,5.44,1028.97,262.93
1621.97,0.02,1013.82,445.26,1.1,-0.49,1202.88,5.97,1071.84,277.84
1638.59,-0.11,1013.82,473.31,1.1,-0.51,1198.52,5.36,1003.5,297.68
1599.05,-0.11,1013.82,473.77,1.24,-0.49,1226.33,5.78,1052.94,287.35
1623.37,-0.1,1013.83,449.14,1.11,-0.48,1261.42,5.94,986.78,287.11
1597.04,-0.08,1013.86,461.83,1.17,-0.41,1274.45,5.12,979.33,262.68
1513.83,-0.08,1013.83,484.69,1.18,-0.41,1289.42,4.97,1012.78,265.53
1598.31,-0.05,1013.84,441.74,1.14,-0.38,1277.21,5.64,998.1,264.76
1550.88,-0.07,1013.84,439.19,1.15,-0.44,1198.8,6.97,971.42,284.09
1538.3,-0.1,1013.77,415.77,1.13,-0.46,1151.04,6.69,985.42,261.59
1583.58,-0.11,1013.77,394.01,1.19,-0.44,1209.73,5.51,1027.28,273.53
1541.47,-0.1,1013.72,385.95,1.13,-0.47,1234.91,4.66,1004.57,285.58
1594.25,-0.11,1013.69,365.21,1.09,-0.5,1193.69,4.54,1035.44,264.81
1604.26,-0.14,1013.69,361.21,1.18,-0.49,1187.82,4.57,1043.71,265.33
1560.66,-0.15,1013.69,347.45,1.08,-0.4,1206.3,4.37,1033.23,263.38
